cod_apli_prod,descri_cod_apli_prod,num_cta,fecha_creacion,fecha_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,estado_recuperacion,tasa_recuperacion,dias_gestion,dias_desde_creacion,banda_antiguedad,flag_reciente,pagada_total,flag_inconsistencia_contable,flag_fecha_invertida,flag_pago_mayor_original
S,AHORRO,35950903644,2025-03-09,2025-08-20,1495.84,1056.81,439.03,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7065,164,246,91+,0,0,0,0,0
S,AHORRO,29045469771,2025-04-19,2025-05-03,22000.35,19800.31,2200.04,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.9,14,205,91+,0,0,0,0,0
S,AHORRO,28668914281,2025-01-22,2025-09-02,6873.66,6873.66,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,223,292,91+,0,1,0,0,0
S,AHORRO,62111847617,2024-10-17,2025-09-01,3305.85,3305.85,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,PAGADA_TOTAL,1.0,319,389,91+,0,1,0,0,0
S,AHORRO,89925804188,2025-06-05,2025-08-16,300000.0,300000.0,0.0,329,DEBITO ABONO CARTERA,PAGADA_TOTAL,1.0,72,158,91+,0,1,0,0,0
S,AHORRO,19884966007,2025-04-10,2025-09-07,5890.14,0.0,5890.14,1157,COMISION CONSULTA SALDO,SIN_PAGO,0.0,,214,91+,0,0,0,0,0
S,AHORRO,36111903715,2024-10-19,2025-03-16,4607.31,4146.58,460.73,137,COMISION RETIRO CANAL A,PAGO_PARCIAL,0.9,148,387,91+,0,0,0,0,0
S,AHORRO,53726630683,2025-01-03,2025-08-20,6643.8,6643.8,0.0,574,COMISION RETIRO INTERNACIONAL,PAGADA_TOTAL,1.0,229,311,91+,0,1,0,0,0
S,AHORRO,93385811806,2025-06-28,2025-08-03,4053.05,3647.75,405.3,87,CARGO FISCAL IVA COMISION B,PAGO_PARCIAL,0.9,36,135,91+,0,0,0,0,0
S,AHORRO,78409066180,2025-01-17,2025-02-17,877.94,877.94,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,31,297,91+,0,1,0,0,0
S,AHORRO,80382339396,2024-10-29,2024-11-17,355.69,355.69,0.0,1705,TRANSFERENCIA BOTON DIGITAL,PAGADA_TOTAL,1.0,19,377,91+,0,1,0,0,0
S,AHORRO,35011715267,2024-12-15,2025-08-07,4458.15,4458.15,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,235,330,91+,0,1,0,0,0
S,AHORRO,56585937906,2025-01-04,2025-01-12,6653.95,6653.95,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,8,310,91+,0,1,0,0,0
S,AHORRO,82412333755,2025-01-25,2025-08-05,148.25,148.25,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,192,289,91+,0,1,0,0,0
S,AHORRO,78940944080,2025-02-12,2025-05-06,3417.62,3075.86,341.76,2285,APERTURA INVERSION VIRTUAL,PAGO_PARCIAL,0.9,83,271,91+,0,0,0,0,0
S,AHORRO,61629564269,2024-12-30,2025-01-20,2345.47,2110.92,234.55,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.9,21,315,91+,0,0,0,0,0
S,AHORRO,86627782134,2025-06-29,2025-08-02,3187.36,3187.36,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,34,134,91+,0,1,0,0,0
S,AHORRO,86682309522,2025-03-11,2025-05-14,280.22,280.22,0.0,1705,TRANSFERENCIA BOTON DIGITAL,PAGADA_TOTAL,1.0,64,244,91+,0,1,0,0,0
S,AHORRO,51139249706,2025-04-10,2025-05-18,3259.68,3259.68,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,38,214,91+,0,1,0,0,0
S,AHORRO,37106417638,2025-01-09,2025-08-10,2831.48,2548.33,283.15,176,COMISION RETIRO CORRESPONSAL B,PAGO_PARCIAL,0.9,213,305,91+,0,0,0,0,0
S,AHORRO,82947584327,2024-12-04,2024-12-14,2123.66,2123.66,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,10,341,91+,0,1,0,0,0
S,AHORRO,54440385719,2025-04-04,2025-04-20,1382.34,1382.34,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,16,220,91+,0,1,0,0,0
S,AHORRO,60668093839,2025-01-21,2025-08-26,862.72,862.72,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,217,293,91+,0,1,0,0,0
S,AHORRO,53364452224,2025-03-09,2025-07-03,41755.45,4285.89,37469.56,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.1026,116,246,91+,0,0,0,0,0
S,AHORRO,32843913874,2024-11-08,2025-02-25,19675.99,19675.99,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,PAGADA_TOTAL,1.0,109,367,91+,0,1,0,0,0
S,AHORRO,98517471438,2025-03-23,2025-06-10,87832.47,87832.47,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,79,232,91+,0,1,0,0,0
S,AHORRO,59568389609,2024-10-19,2025-03-29,22227.01,16179.36,6047.65,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7279,161,387,91+,0,0,0,0,0
S,AHORRO,39052250494,2024-11-03,2025-06-01,28129.34,28129.34,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,210,372,91+,0,1,0,0,0
S,AHORRO,39661033076,2025-02-09,2025-04-05,1331.77,1331.77,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,55,274,91+,0,1,0,0,0
S,AHORRO,74182945575,2024-11-12,2024-12-01,539.85,539.85,0.0,1787,PAGO PUNTO EXTERNO,PAGADA_TOTAL,1.0,19,363,91+,0,1,0,0,0
S,AHORRO,77808414969,2025-03-23,2025-07-03,527.54,527.54,0.0,1734,CARGO MORA OBLIGACION,PAGADA_TOTAL,1.0,102,232,91+,0,1,0,0,0
S,AHORRO,97190182142,2025-06-10,2025-07-16,1170.4,0.0,1170.4,1157,COMISION CONSULTA SALDO,SIN_PAGO,0.0,,153,91+,0,0,0,0,0
S,AHORRO,95976845147,2024-11-10,2025-09-06,1419.07,1419.07,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,300,365,91+,0,1,0,0,0
S,AHORRO,93796695131,2025-04-09,2025-07-24,2443.06,2443.06,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,106,215,91+,0,1,0,0,0
S,AHORRO,67367762459,2025-04-23,2025-07-17,468.97,468.97,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,85,201,91+,0,1,0,0,0
S,AHORRO,45998971782,2025-01-28,2025-05-30,595.69,595.69,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,122,286,91+,0,1,0,0,0
S,AHORRO,22624164094,2025-06-09,2025-08-15,6487.36,6487.36,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,67,154,91+,0,1,0,0,0
S,AHORRO,38365468984,2025-05-22,2025-06-18,1041.07,1041.07,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,27,172,91+,0,1,0,0,0
S,AHORRO,19877333447,2025-02-07,2025-05-12,913.43,0.0,913.43,1517,COBRO SERVICIO TRANSPORTE,SIN_PAGO,0.0,,276,91+,0,0,0,0,0
S,AHORRO,53220609322,2025-01-01,2025-06-30,719.86,647.87,71.99,2107,CARGO FISCAL IVA TRASLADO,PAGO_PARCIAL,0.9,180,313,91+,0,0,0,0,0
S,AHORRO,85416830563,2024-10-23,2025-06-29,7790.26,7790.26,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,249,383,91+,0,1,0,0,0
S,AHORRO,69204277348,2024-12-31,2025-01-12,1239.73,1239.73,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,12,314,91+,0,1,0,0,0
S,AHORRO,15433220927,2025-06-28,2025-09-15,1116.18,1116.18,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,79,135,91+,0,1,0,0,0
S,AHORRO,17609249256,2025-06-23,2025-07-06,271.54,271.54,0.0,75,OPERACION CAMBIO DIVISAS,PAGADA_TOTAL,1.0,13,140,91+,0,1,0,0,0
S,AHORRO,25065785352,2024-11-03,2025-05-15,4948.28,4948.28,0.0,1878,PAGO PLATAFORMA ELECTRONICA,PAGADA_TOTAL,1.0,193,372,91+,0,1,0,0,0
S,AHORRO,84267650406,2025-02-14,2025-05-03,1175.95,0.0,1175.95,627,TRANSFERENCIA BILLETERA A,SIN_PAGO,0.0,,269,91+,0,0,0,0,0
S,AHORRO,99007958746,2025-05-05,2025-09-12,6373.0,6373.0,0.0,371,COMISION CANAL TELEFONICO,PAGADA_TOTAL,1.0,130,189,91+,0,1,0,0,0
S,AHORRO,47041038338,2024-12-02,2024-12-20,111.02,99.92,11.1,2231,PAGO PROGRAMADO,PAGO_PARCIAL,0.9,18,343,91+,0,0,0,0,0
S,AHORRO,98997524099,2025-06-03,2025-06-12,767.01,767.01,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,9,160,91+,0,1,0,0,0
S,AHORRO,86916394339,2024-10-25,2025-01-14,7247.49,7247.49,0.0,2010,TRANSFERENCIA BANCA MOVIL,PAGADA_TOTAL,1.0,81,381,91+,0,1,0,0,0
S,AHORRO,24227752136,2025-01-20,2025-06-12,1164.41,1164.41,0.0,627,TRANSFERENCIA BILLETERA A,PAGADA_TOTAL,1.0,143,294,91+,0,1,0,0,0
S,AHORRO,77206822050,2024-11-21,2025-01-01,422.16,422.16,0.0,1554,DEBITO OBLIGACION FINANCIERA,PAGADA_TOTAL,1.0,41,354,91+,0,1,0,0,0
S,AHORRO,64395965979,2024-11-28,2024-12-01,6246.0,0.0,6246.0,365,PAGO CANAL QR,SIN_PAGO,0.0,,347,91+,0,0,0,0,0
S,AHORRO,59788745499,2025-01-04,2025-08-07,1302.78,1302.78,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,215,310,91+,0,1,0,0,0
S,AHORRO,69498393998,2024-10-28,2025-09-05,1588.6,1429.74,158.86,176,COMISION RETIRO CORRESPONSAL B,PAGO_PARCIAL,0.9,312,378,91+,0,0,0,0,0
S,AHORRO,27152228361,2024-11-19,2025-06-04,7463.87,7463.87,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,197,356,91+,0,1,0,0,0
S,AHORRO,95008148277,2025-01-14,2025-05-05,583.97,583.97,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,111,300,91+,0,1,0,0,0
S,AHORRO,40586882010,2025-02-16,2025-07-09,346.04,346.04,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,143,267,91+,0,1,0,0,0
S,AHORRO,35178431407,2025-03-19,2025-06-13,859.82,859.82,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,86,236,91+,0,1,0,0,0
S,AHORRO,32268727222,2025-03-23,2025-07-14,15432.26,15432.26,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,113,232,91+,0,1,0,0,0
S,AHORRO,15578685000,2024-10-21,2024-11-25,615.91,615.91,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,35,385,91+,0,1,0,0,0
D,CORRIENTE,70988709976,2025-02-22,2025-09-20,75.38,75.38,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,210,261,91+,0,1,0,0,0
S,AHORRO,42855496188,2025-05-17,2025-09-09,166.81,166.81,0.0,2287,RETIRO CANAL B,PAGADA_TOTAL,1.0,115,177,91+,0,1,0,0,0
S,AHORRO,48660074769,2025-07-12,2025-10-07,1268.02,1268.02,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,87,121,91+,0,1,0,0,0
S,AHORRO,99116282400,2025-01-05,2025-07-28,1867.93,1867.93,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,204,309,91+,0,1,0,0,0
S,AHORRO,38375846892,2024-11-21,2025-07-21,1094.59,1094.59,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,242,354,91+,0,1,0,0,0
S,AHORRO,84132736036,2025-03-25,2025-07-26,607.59,607.59,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,123,230,91+,0,1,0,0,0
S,AHORRO,59732949239,2024-11-25,2025-09-27,2652.4,2652.4,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,306,350,91+,0,1,0,0,0
S,AHORRO,21254199574,2025-01-12,2025-09-28,507.19,507.19,0.0,627,TRANSFERENCIA BILLETERA A,PAGADA_TOTAL,1.0,259,302,91+,0,1,0,0,0
S,AHORRO,32228459035,2025-01-16,2025-03-20,2354.68,0.0,2354.68,1517,COBRO SERVICIO TRANSPORTE,SIN_PAGO,0.0,,298,91+,0,0,0,0,0
S,AHORRO,19320471201,2024-10-22,2025-02-22,2026.3,2026.3,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,123,384,91+,0,1,0,0,0
S,AHORRO,31582281894,2025-03-03,2025-05-18,657.54,657.54,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,76,252,91+,0,1,0,0,0
S,AHORRO,88769994000,2025-02-22,2025-04-11,10984.26,8274.13,2710.13,1517,COBRO SERVICIO TRANSPORTE,PAGO_PARCIAL,0.7533,48,261,91+,0,0,0,0,0
S,AHORRO,82810718353,2025-03-29,2025-09-13,489.48,489.48,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,168,226,91+,0,1,0,0,0
S,AHORRO,61895435266,2025-07-05,2025-08-03,465.44,465.44,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,29,128,91+,0,1,0,0,0
S,AHORRO,34104778164,2025-04-29,2025-09-10,15590.95,0.0,15590.95,2106,COMISION TRANSFERENCIA EXTERNA B,SIN_PAGO,0.0,,195,91+,0,0,0,0,0
S,AHORRO,68917881289,2024-10-19,2025-07-04,15090.4,15090.4,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,258,387,91+,0,1,0,0,0
S,AHORRO,64227378553,2025-04-12,2025-04-15,1441.13,0.0,1441.13,1157,COMISION CONSULTA SALDO,SIN_PAGO,0.0,,212,91+,0,0,0,0,0
S,AHORRO,10806676743,2025-02-25,2025-06-21,3292.33,3292.33,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,116,258,91+,0,1,0,0,0
S,AHORRO,36659741028,2025-07-06,2025-10-02,756.8,756.8,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,88,127,91+,0,1,0,0,0
S,AHORRO,50513841518,2024-11-02,2025-04-26,9373.91,3577.69,5796.22,1517,COBRO SERVICIO TRANSPORTE,PAGO_PARCIAL,0.3817,175,373,91+,0,0,0,0,0
S,AHORRO,60560408704,2024-12-20,2025-07-18,174.73,174.73,0.0,1642,CXC DEPOSITO CANAL,PAGADA_TOTAL,1.0,210,325,91+,0,1,0,0,0
S,AHORRO,42228797009,2024-10-16,2025-01-03,7212.9,2189.78,5023.12,1833,CARGO FISCAL IVA B,PAGO_PARCIAL,0.3036,79,390,91+,0,0,0,0,0
S,AHORRO,82642926292,2025-06-11,2025-09-30,1462.18,1462.18,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,111,152,91+,0,1,0,0,0
S,AHORRO,51425659334,2025-06-22,2025-07-18,990.9,990.9,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,26,141,91+,0,1,0,0,0
S,AHORRO,56387104636,2025-04-27,2025-06-04,1831.36,1831.36,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,38,197,91+,0,1,0,0,0
S,AHORRO,70425315358,2025-03-24,2025-08-30,319.29,287.36,31.93,1517,COBRO SERVICIO TRANSPORTE,PAGO_PARCIAL,0.9,159,231,91+,0,0,0,0,0
S,AHORRO,60132847265,2024-12-04,2025-04-28,1988.38,1988.38,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,145,341,91+,0,1,0,0,0
S,AHORRO,15824883372,2024-12-14,2025-09-07,10196.1,10196.1,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,267,331,91+,0,1,0,0,0
S,AHORRO,31939542173,2025-02-12,2025-08-19,5425.68,4883.11,542.57,795,PAGO AUTOMATICO TARJETA B,PAGO_PARCIAL,0.9,188,271,91+,0,0,0,0,0
S,AHORRO,70674865079,2025-06-15,2025-07-30,7270.09,7270.09,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,45,148,91+,0,1,0,0,0
S,AHORRO,96749938933,2025-05-03,2025-06-08,10405.96,10405.96,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,36,191,91+,0,1,0,0,0
S,AHORRO,43210648011,2024-12-29,2025-05-24,3007.7,3007.7,0.0,1128,RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,146,316,91+,0,1,0,0,0
S,AHORRO,57461834716,2024-12-10,2025-08-11,20270.96,20270.96,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,244,335,91+,0,1,0,0,0
S,AHORRO,41928589107,2025-04-11,2025-06-19,522.24,522.24,0.0,334,COMISION CONSULTA EXTERNO,PAGADA_TOTAL,1.0,69,213,91+,0,1,0,0,0
S,AHORRO,65336636498,2025-02-17,2025-07-26,4611.51,4611.51,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,159,266,91+,0,1,0,0,0
S,AHORRO,62992096374,2025-04-08,2025-08-09,5129.7,5129.7,0.0,574,COMISION RETIRO INTERNACIONAL,PAGADA_TOTAL,1.0,123,216,91+,0,1,0,0,0
S,AHORRO,18948164912,2025-04-28,2025-06-22,121133.18,121133.18,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,55,196,91+,0,1,0,0,0
S,AHORRO,45353496015,2025-02-01,2025-04-06,3598.18,3598.18,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,64,282,91+,0,1,0,0,0
S,AHORRO,38796359200,2025-05-13,2025-06-16,125360.81,0.0,125360.81,137,COMISION RETIRO CANAL A,SIN_PAGO,0.0,,181,91+,0,0,0,0,0
S,AHORRO,55580423851,2025-06-11,2025-07-23,10493.3,10493.3,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,42,152,91+,0,1,0,0,0
S,AHORRO,29354515607,2024-11-02,2025-03-15,5844.56,5844.56,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,133,373,91+,0,1,0,0,0
S,AHORRO,99735938118,2025-07-01,2025-10-02,402.84,374.78,28.06,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.9303,93,132,91+,0,0,0,0,0
S,AHORRO,65649558682,2025-05-04,2025-09-18,8139.09,7325.18,813.91,2107,CARGO FISCAL IVA TRASLADO,PAGO_PARCIAL,0.9,137,190,91+,0,0,0,0,0
S,AHORRO,46707833749,2025-06-14,2025-07-12,1158.84,1158.84,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,28,149,91+,0,1,0,0,0
S,AHORRO,15874406932,2025-04-18,2025-06-17,96.88,96.88,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,60,206,91+,0,1,0,0,0
S,AHORRO,87536673350,2024-11-08,2024-12-12,10869.64,10869.64,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,34,367,91+,0,1,0,0,0
S,AHORRO,44915877052,2025-01-19,2025-06-29,342.63,342.63,0.0,627,TRANSFERENCIA BILLETERA A,PAGADA_TOTAL,1.0,161,295,91+,0,1,0,0,0
S,AHORRO,41642147834,2025-05-01,2025-07-05,1173.12,1173.12,0.0,1288,COMPRA ESTABLECIMIENTO A,PAGADA_TOTAL,1.0,65,193,91+,0,1,0,0,0
S,AHORRO,11993485980,2025-03-18,2025-04-07,1774.98,1774.98,0.0,1642,CXC DEPOSITO CANAL,PAGADA_TOTAL,1.0,20,237,91+,0,1,0,0,0
S,AHORRO,60029393499,2024-11-27,2024-12-07,1278.77,1278.77,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,10,348,91+,0,1,0,0,0
S,AHORRO,94824833944,2025-06-01,2025-06-09,28055.76,28055.76,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,8,162,91+,0,1,0,0,0
S,AHORRO,28051623571,2025-01-11,2025-05-29,314.19,314.19,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,138,303,91+,0,1,0,0,0
S,AHORRO,70670024741,2024-12-06,2025-01-02,1243.0,1243.0,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,27,339,91+,0,1,0,0,0
S,AHORRO,58355412696,2025-05-31,2025-08-11,5910.59,5910.59,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,72,163,91+,0,1,0,0,0
S,AHORRO,71715808242,2024-11-30,2025-01-15,951.3,951.3,0.0,1705,TRANSFERENCIA BOTON DIGITAL,PAGADA_TOTAL,1.0,46,345,91+,0,1,0,0,0
S,AHORRO,19010919714,2025-06-19,2025-09-18,2220.33,2220.33,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,91,144,91+,0,1,0,0,0
S,AHORRO,37348865092,2025-03-05,2025-10-10,197.2,197.2,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,219,250,91+,0,1,0,0,0
S,AHORRO,52616572412,2025-04-18,2025-07-22,3035.78,3035.78,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,95,206,91+,0,1,0,0,0
S,AHORRO,73589007280,2024-10-17,2025-07-28,4063.58,4063.58,0.0,333,CARGO FISCAL IVA A,PAGADA_TOTAL,1.0,284,389,91+,0,1,0,0,0
S,AHORRO,50215918247,2025-05-27,2025-08-22,1998.7,1998.7,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,87,167,91+,0,1,0,0,0
S,AHORRO,38289162324,2025-05-28,2025-09-09,917.94,917.94,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,104,166,91+,0,1,0,0,0
S,AHORRO,69028408985,2025-03-03,2025-04-21,751.91,751.91,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,PAGADA_TOTAL,1.0,49,252,91+,0,1,0,0,0
S,AHORRO,26735455988,2025-01-11,2025-07-22,4433.77,4433.77,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,192,303,91+,0,1,0,0,0
S,AHORRO,15196242758,2025-04-02,2025-08-24,1859.35,1859.35,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,144,222,91+,0,1,0,0,0
S,AHORRO,60773906905,2024-10-26,2025-07-03,2019.18,2019.18,0.0,2285,APERTURA INVERSION VIRTUAL,PAGADA_TOTAL,1.0,250,380,91+,0,1,0,0,0
S,AHORRO,93910877400,2025-01-03,2025-08-27,1894.29,1894.29,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,236,311,91+,0,1,0,0,0
S,AHORRO,34689399752,2024-12-25,2025-08-27,6335.09,5701.58,633.51,1517,COBRO SERVICIO TRANSPORTE,PAGO_PARCIAL,0.9,245,320,91+,0,0,0,0,0
S,AHORRO,50770802235,2025-05-11,2025-05-17,7759.61,7759.61,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,6,183,91+,0,1,0,0,0
S,AHORRO,79015578681,2025-05-23,2025-08-23,1784.95,1784.95,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,92,171,91+,0,1,0,0,0
S,AHORRO,34740006363,2025-01-13,2025-04-08,729.71,656.74,72.97,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.9,85,301,91+,0,0,0,0,0
